age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
41,1,19141,Divorcé(e),Ressources Humaines,Senior Manager,3,23,21,6,2,2,5,4,2,2,3,0,0,3,2,10,4,Ressources Humaines,1.5,12,6
60,1,5405,Célibataire,Commercial,Cadre Commercial,8,10,2,2,1,3,2,1,4,3,3,0,0,0,1,16,4,Marketing,1.5,2,2
27,1,8793,Divorcé(e),Consulting,Tech Lead,1,9,9,7,4,3,3,1,3,2,4,0,0,2,4,10,2,Infra & Cloud,2.0,1,7
41,1,19189,Marié(e),Ressources Humaines,Senior Manager,1,22,22,7,4,2,5,3,2,3,3,0,0,1,3,1,3,Ressources Humaines,1.5,2,10
50,1,3875,Marié(e),Commercial,Représentant Commercial,7,4,2,2,4,3,1,2,4,3,3,0,0,1,2,8,4,Marketing,1.5,2,2
28,0,2216,Célibataire,Consulting,Assistant de Direction,7,10,7,7,1,1,1,2,4,3,3,1,1,0,4,1,2,Infra & Cloud,1.5,3,7
36,0,11713,Marié(e),Consulting,Directeur Technique,9,10,8,7,1,4,3,1,1,3,3,0,0,1,2,8,3,Infra & Cloud,1.0,0,5
38,0,7861,Célibataire,Consulting,Tech Lead,4,10,1,0,3,3,3,3,4,4,3,1,0,0,4,1,3,Infra & Cloud,1.5,0,0
44,1,3708,Célibataire,Consulting,Consultant,2,9,5,2,1,1,1,3,3,3,3,0,0,0,5,24,3,Transformation Digitale,1.0,1,4
47,0,13770,Divorcé(e),Commercial,Cadre Commercial,9,28,22,2,4,3,4,3,4,2,3,1,0,2,2,3,3,Transformation Digitale,2.0,11,13
30,1,5304,Divorcé(e),Commercial,Cadre Commercial,7,10,8,7,3,3,2,4,4,2,4,0,0,1,2,27,5,Marketing,1.5,7,7
29,1,2642,Célibataire,Commercial,Représentant Commercial,1,1,1,0,3,3,1,3,3,3,3,0,0,0,6,10,3,Infra & Cloud,1.5,0,0
42,1,2759,Divorcé(e),Consulting,Assistant de Direction,6,7,2,2,3,4,1,3,4,3,3,1,1,0,2,19,3,Transformation Digitale,2.0,2,2
43,1,6804,Marié(e),Commercial,Cadre Commercial,3,7,2,2,4,2,2,4,3,3,3,0,0,1,5,15,3,Infra & Cloud,2.0,2,2
34,0,6142,Célibataire,Consulting,Manager,3,10,5,1,2,3,2,3,4,3,3,0,0,0,2,8,2,Transformation Digitale,1.5,4,3
23,1,2500,Marié(e),Consulting,Consultant,1,5,4,3,2,3,1,1,4,4,3,0,0,1,2,9,1,Transformation Digitale,1.5,0,2
39,0,6389,Marié(e),Ressources Humaines,Ressources Humaines,9,12,8,3,3,4,2,2,3,1,3,0,0,1,3,3,3,Ressources Humaines,1.5,3,6
56,1,11103,Marié(e),Consulting,Manager,7,30,10,7,3,3,4,4,3,2,3,0,0,0,1,9,3,Transformation Digitale,1.5,1,1
40,0,2342,Célibataire,Consulting,Assistant de Direction,0,5,4,2,4,2,1,4,4,2,4,1,0,0,2,2,1,Transformation Digitale,1.5,2,3
27,0,6811,Célibataire,Consulting,Manager,8,9,7,6,4,2,2,1,1,1,3,0,0,0,2,7,3,Transformation Digitale,1.5,0,7
29,1,2297,Divorcé(e),Commercial,Représentant Commercial,1,2,2,2,4,3,1,2,4,3,3,0,0,2,2,10,3,Marketing,1.5,2,2
53,1,2450,Célibataire,Consulting,Consultant,2,19,2,2,4,3,2,4,4,3,3,0,0,0,4,6,3,Infra & Cloud,1.5,2,2
35,0,5093,Divorcé(e),Consulting,Manager,2,16,1,0,4,3,2,1,1,4,3,0,0,1,2,2,4,Infra & Cloud,1.0,0,0
32,1,5309,Marié(e),Consulting,Consultant,1,10,10,8,1,3,2,4,4,3,3,0,0,2,2,24,4,Infra & Cloud,2.0,4,7
38,1,3057,Marié(e),Consulting,Assistant de Direction,6,6,1,0,4,3,1,3,2,1,3,1,0,1,0,2,5,Transformation Digitale,1.5,0,1
34,0,5121,Divorcé(e),Consulting,Tech Lead,3,7,0,0,2,3,2,1,3,3,3,0,0,1,3,8,5,Infra & Cloud,1.5,0,0
52,1,16856,Marié(e),Commercial,Senior Manager,1,34,34,6,3,2,4,1,1,4,3,0,0,0,3,3,4,Marketing,1.5,1,16
33,1,2686,Célibataire,Consulting,Assistant de Direction,1,10,10,9,4,3,1,4,3,2,3,1,1,0,2,1,4,Autre,1.5,7,8
25,0,6180,Célibataire,Commercial,Cadre Commercial,1,6,6,5,3,3,2,4,2,2,4,0,0,0,5,26,1,Transformation Digitale,1.5,1,4
45,1,6632,Célibataire,Commercial,Représentant Commercial,0,9,8,7,2,1,2,3,1,3,3,0,0,0,3,2,2,Entrepreunariat,1.5,3,1
23,1,3505,Célibataire,Consulting,Assistant de Direction,1,2,2,2,1,4,1,3,4,3,3,0,0,0,3,10,1,Transformation Digitale,1.5,0,2
47,0,6397,Célibataire,Commercial,Cadre Commercial,4,8,5,4,2,4,2,3,4,3,3,1,1,0,2,27,2,Infra & Cloud,2.0,1,3
34,1,6274,Célibataire,Commercial,Cadre Commercial,1,6,6,5,4,3,2,4,3,3,4,0,0,0,5,2,3,Autre,1.5,1,4
55,1,19859,Marié(e),Consulting,Senior Manager,5,24,5,2,4,3,5,1,4,3,3,1,1,1,2,2,3,Transformation Digitale,1.5,1,4
36,1,7587,Célibataire,Commercial,Cadre Commercial,1,10,10,7,1,2,3,1,2,3,3,0,0,0,1,8,4,Infra & Cloud,1.0,0,9
52,1,4258,Marié(e),Consulting,Assistant de Direction,0,5,4,3,4,3,1,4,1,3,3,0,0,1,3,19,4,Transformation Digitale,1.0,1,2
26,0,4364,Divorcé(e),Consulting,Consultant,3,5,2,2,1,1,1,4,1,3,3,0,0,1,2,1,2,Infra & Cloud,2.0,2,0
29,0,4335,Marié(e),Consulting,Manager,4,11,8,7,2,3,2,3,1,2,3,0,0,1,3,27,3,Transformation Digitale,1.5,1,1
26,1,5326,Célibataire,Commercial,Cadre Commercial,6,6,4,3,4,2,2,1,3,2,3,0,1,0,2,8,3,Entrepreunariat,1.5,1,2
34,0,3280,Célibataire,Consulting,Assistant de Direction,2,10,4,2,2,4,1,4,3,3,3,0,0,0,2,1,4,Infra & Cloud,1.5,1,3
54,0,5485,Divorcé(e),Consulting,Tech Lead,9,9,5,3,4,3,2,1,2,3,3,1,0,2,4,19,4,Transformation Digitale,1.5,1,4
27,1,4342,Marié(e),Commercial,Cadre Commercial,0,5,4,2,3,3,2,4,2,3,3,0,0,1,3,8,1,Marketing,2.0,1,1
37,0,2782,Divorcé(e),Consulting,Assistant de Direction,0,6,5,3,4,3,1,1,2,2,3,1,0,2,3,10,1,Infra & Cloud,1.5,4,3
38,0,5980,Célibataire,Consulting,Tech Lead,6,17,15,7,1,4,2,1,4,3,3,1,0,0,2,2,4,Infra & Cloud,2.0,4,12
34,0,4381,Célibataire,Consulting,Assistant de Direction,1,6,6,5,3,2,1,1,3,3,3,0,0,0,3,2,4,Transformation Digitale,1.5,1,3
35,0,2572,Marié(e),Commercial,Représentant Commercial,1,3,3,2,1,3,1,4,2,2,3,0,0,1,1,8,4,Infra & Cloud,1.5,0,2
30,1,3833,Marié(e),Consulting,Consultant,3,7,2,2,4,1,1,3,3,3,4,0,0,2,2,1,3,Infra & Cloud,1.5,0,2
40,0,4244,Marié(e),Consulting,Manager,1,8,8,7,3,4,2,2,4,3,4,0,0,1,2,2,2,Transformation Digitale,2.0,3,7
34,0,6500,Marié(e),Commercial,Cadre Commercial,5,6,3,2,3,3,2,1,2,3,3,0,0,1,1,8,2,Infra & Cloud,1.5,1,2
42,1,18430,Divorcé(e),Consulting,Senior Manager,1,24,24,7,2,3,5,4,2,2,3,0,0,1,4,8,3,Infra & Cloud,2.0,14,9
23,1,1601,Marié(e),Consulting,Consultant,1,1,0,0,3,4,1,1,3,3,4,1,1,2,2,6,3,Infra & Cloud,1.5,0,0
24,1,2694,Divorcé(e),Consulting,Consultant,1,1,1,0,3,2,1,2,3,3,3,0,0,3,4,9,3,Infra & Cloud,1.0,0,0
52,0,3149,Marié(e),Consulting,Consultant,8,9,5,2,4,3,2,3,2,3,4,0,0,1,3,11,4,Infra & Cloud,1.5,1,4
50,1,17639,Marié(e),Consulting,Directeur Technique,5,30,4,3,3,3,4,3,4,3,3,0,0,0,3,2,3,Transformation Digitale,1.5,0,3
29,0,2319,Marié(e),Consulting,Consultant,1,1,1,0,2,2,1,1,4,3,3,1,1,1,1,1,2,Infra & Cloud,1.5,0,0
33,1,11691,Marié(e),Consulting,Directeur Technique,0,14,13,9,3,3,3,3,4,4,3,0,0,0,3,7,3,Transformation Digitale,1.5,3,7
33,0,5324,Célibataire,Commercial,Cadre Commercial,5,6,3,2,1,3,2,1,3,3,3,0,1,0,3,16,3,Marketing,1.5,0,2
47,0,16752,Marié(e),Consulting,Senior Manager,1,26,26,14,3,3,4,4,3,2,3,1,0,1,3,2,2,Autre,1.5,3,0
36,0,5228,Marié(e),Consulting,Tech Lead,0,10,9,7,3,3,2,2,1,3,3,0,0,1,2,1,3,Autre,1.5,0,5
29,1,2700,Marié(e),Consulting,Assistant de Direction,1,10,10,7,3,4,1,3,3,3,4,0,0,1,3,23,2,Infra & Cloud,1.5,0,7
58,1,19246,Célibataire,Consulting,Directeur Technique,7,40,31,15,4,3,5,2,4,3,3,1,1,0,2,2,4,Infra & Cloud,1.5,13,8
35,0,2506,Célibataire,Consulting,Assistant de Direction,3,7,2,2,4,4,1,3,3,3,3,0,0,0,0,1,4,Infra & Cloud,1.5,2,2
42,0,6062,Marié(e),Consulting,Tech Lead,9,8,4,3,4,2,2,4,4,3,3,1,0,1,4,1,2,Infra & Cloud,1.5,0,2
28,1,4382,Célibataire,Consulting,Assistant de Direction,6,5,2,2,3,3,1,3,4,2,3,0,1,0,3,2,4,Transformation Digitale,1.5,2,1
36,1,2143,Marié(e),Ressources Humaines,Ressources Humaines,4,8,5,2,3,3,1,2,2,3,3,0,0,1,2,13,3,Ressources Humaines,1.5,0,4
32,0,6162,Marié(e),Consulting,Tech Lead,1,14,14,13,3,2,2,3,3,3,3,0,0,1,3,4,3,Infra & Cloud,1.5,6,8
40,1,5094,Célibataire,Consulting,Consultant,6,10,1,0,1,2,2,3,4,3,3,0,0,0,6,16,4,Transformation Digitale,2.0,0,0
30,0,6877,Célibataire,Consulting,Tech Lead,5,12,0,0,3,2,2,4,2,2,4,1,0,0,4,2,3,Transformation Digitale,1.5,0,0
45,0,2274,Célibataire,Consulting,Assistant de Direction,1,1,1,0,2,2,1,3,4,3,3,0,0,0,3,2,3,Infra & Cloud,1.5,0,0
42,1,4434,Marié(e),Consulting,Tech Lead,1,10,9,8,2,3,2,2,4,2,3,0,0,1,3,29,3,Infra & Cloud,1.5,7,8
38,1,6288,Divorcé(e),Consulting,Manager,2,13,4,3,1,2,2,1,3,2,3,0,0,1,3,12,3,Infra & Cloud,2.0,1,2
34,0,2553,Célibataire,Consulting,Assistant de Direction,1,6,5,2,3,2,1,4,3,3,3,0,0,0,3,16,4,Infra & Cloud,2.0,1,3
49,0,7654,Marié(e),Commercial,Cadre Commercial,1,9,9,8,3,3,3,4,1,4,3,0,1,2,3,11,3,Marketing,1.5,7,7
55,1,5160,Célibataire,Commercial,Cadre Commercial,4,12,9,7,3,3,2,4,3,2,3,0,1,0,3,2,1,Transformation Digitale,1.5,7,3
43,1,17159,Marié(e),Consulting,Directeur Technique,6,22,4,1,2,3,4,1,3,3,4,0,0,1,3,14,2,Infra & Cloud,1.5,1,0
27,1,12808,Divorcé(e),Consulting,Directeur Technique,1,9,9,8,3,2,3,4,2,3,3,1,0,1,3,5,1,Entrepreunariat,1.5,0,8
35,1,10221,Célibataire,Consulting,Tech Lead,3,17,8,5,3,3,3,3,2,4,4,0,0,0,3,7,3,Autre,1.5,1,6
28,0,4779,Marié(e),Commercial,Cadre Commercial,1,8,8,7,2,3,2,2,1,3,4,1,0,0,2,2,4,Marketing,1.5,7,5
34,1,3737,Marié(e),Ressources Humaines,Ressources Humaines,0,4,3,2,3,3,1,4,3,1,3,0,0,1,1,3,2,Ressources Humaines,1.5,0,2
26,0,2366,Marié(e),Consulting,Assistant de Direction,1,8,8,7,3,2,1,3,1,3,3,1,1,1,2,5,2,Transformation Digitale,2.0,1,7
27,1,1706,Marié(e),Consulting,Assistant de Direction,1,0,0,0,4,3,1,4,3,2,3,0,0,3,6,3,3,Transformation Digitale,1.0,0,0
51,0,16307,Marié(e),Commercial,Senior Manager,2,29,20,6,1,3,4,3,3,2,3,0,0,1,2,26,4,Marketing,1.5,4,17
44,1,5933,Célibataire,Consulting,Manager,9,10,5,2,4,3,2,2,4,2,3,0,0,0,2,4,3,Transformation Digitale,1.5,2,3
25,1,3424,Célibataire,Consulting,Assistant de Direction,7,6,4,3,1,4,1,1,3,2,3,0,0,0,3,2,1,Transformation Digitale,1.5,0,1
33,1,4037,Divorcé(e),Commercial,Cadre Commercial,1,9,9,8,1,4,2,1,1,3,4,0,0,1,5,1,3,Transformation Digitale,1.5,0,8
35,0,2559,Célibataire,Consulting,Assistant de Direction,1,6,6,5,3,2,1,1,4,2,3,0,0,0,3,27,1,Transformation Digitale,1.5,1,1
36,1,6201,Marié(e),Commercial,Cadre Commercial,1,18,18,14,2,3,2,4,4,2,3,1,0,1,1,1,2,Infra & Cloud,1.5,4,11
32,1,4403,Divorcé(e),Commercial,Cadre Commercial,2,8,5,2,2,3,2,4,3,2,3,0,0,1,3,13,4,Infra & Cloud,1.5,0,3
30,1,3761,Divorcé(e),Consulting,Assistant de Direction,9,10,5,4,2,2,1,4,2,2,3,0,0,1,3,5,4,Infra & Cloud,2.0,0,3
53,0,10934,Marié(e),Commercial,Cadre Commercial,7,35,5,2,1,2,3,4,4,3,3,1,0,1,3,7,2,Marketing,1.5,0,4
45,1,10761,Divorcé(e),Commercial,Cadre Commercial,4,18,5,4,4,3,3,1,3,3,3,1,0,1,2,9,3,Marketing,1.5,0,2
32,0,5175,Marié(e),Consulting,Assistant de Direction,5,9,5,3,3,4,2,3,3,2,3,0,0,1,3,8,2,Transformation Digitale,1.5,1,3
52,0,13826,Marié(e),Consulting,Tech Lead,3,31,9,8,3,2,4,4,3,3,4,0,0,0,3,25,4,Transformation Digitale,2.0,0,0
37,1,6334,Divorcé(e),Commercial,Cadre Commercial,4,9,1,0,4,2,2,3,4,3,3,0,0,2,2,16,4,Marketing,1.5,0,0
28,1,4936,Divorcé(e),Ressources Humaines,Ressources Humaines,1,6,5,1,2,2,1,4,4,3,3,0,0,1,6,8,2,Transformation Digitale,1.5,0,4
22,1,4775,Marié(e),Consulting,Tech Lead,6,4,2,2,4,2,2,4,1,1,4,0,0,2,2,1,2,Infra & Cloud,1.5,2,2
44,1,2818,Marié(e),Consulting,Consultant,2,10,3,2,1,4,1,4,3,2,4,1,0,1,2,8,4,Infra & Cloud,1.5,0,2
42,1,2515,Célibataire,Consulting,Assistant de Direction,5,8,2,1,2,3,1,4,4,3,3,1,0,0,2,2,1,Transformation Digitale,2.0,2,2
36,1,2342,Marié(e),Ressources Humaines,Ressources Humaines,0,6,5,4,1,2,1,1,3,3,4,0,0,0,3,8,3,Infra & Cloud,1.5,0,3
25,1,4194,Marié(e),Commercial,Cadre Commercial,1,5,5,3,3,3,2,1,4,3,3,1,0,0,3,3,1,Autre,1.5,0,3
35,0,10685,Marié(e),Consulting,Tech Lead,1,17,17,14,4,2,3,3,2,3,4,1,0,1,2,9,3,Infra & Cloud,1.5,5,15
35,0,2022,Divorcé(e),Consulting,Assistant de Direction,1,10,10,2,4,3,1,2,1,2,3,1,1,1,3,25,4,Infra & Cloud,2.0,7,8
32,1,2314,Divorcé(e),Consulting,Consultant,0,4,3,0,4,3,1,4,2,3,3,0,0,1,2,1,3,Infra & Cloud,1.0,0,2
25,1,4256,Marié(e),Commercial,Cadre Commercial,1,5,5,2,3,2,2,1,1,4,3,0,0,0,1,4,1,Marketing,1.5,0,3
49,0,3580,Marié(e),Consulting,Assistant de Direction,2,7,4,2,3,3,1,1,2,3,3,0,0,1,2,1,3,Entrepreunariat,1.5,0,2
24,1,3162,Marié(e),Consulting,Consultant,0,6,5,2,1,2,1,4,4,2,3,0,0,0,2,4,1,Infra & Cloud,1.0,3,4
32,1,6524,Marié(e),Commercial,Cadre Commercial,1,10,10,8,2,3,2,2,4,3,3,0,0,1,3,5,2,Infra & Cloud,2.0,5,3
38,1,2899,Marié(e),Commercial,Représentant Commercial,0,3,2,2,2,2,1,2,4,3,3,0,0,1,3,9,3,Marketing,1.5,1,2
42,0,5231,Marié(e),Consulting,Consultant,2,17,5,3,3,4,2,4,2,2,3,1,0,1,1,3,3,Infra & Cloud,1.5,1,3
31,1,2356,Marié(e),Consulting,Assistant de Direction,3,8,6,4,4,3,1,4,2,3,3,1,0,1,2,11,4,Infra & Cloud,1.5,0,2
29,0,2800,Divorcé(e),Commercial,Représentant Commercial,6,5,3,2,2,2,1,3,3,3,3,1,1,3,3,1,3,Transformation Digitale,1.5,0,2
53,1,11836,Marié(e),Commercial,Cadre Commercial,5,28,2,0,1,3,4,4,3,3,3,0,0,1,3,8,3,Marketing,1.5,2,2
35,1,10903,Marié(e),Consulting,Tech Lead,3,16,13,10,4,2,3,2,1,3,3,0,0,0,2,25,3,Entrepreunariat,1.5,4,8
37,0,2973,Marié(e),Commercial,Représentant Commercial,5,10,5,4,3,3,1,4,2,3,3,0,0,1,3,21,2,Transformation Digitale,2.0,0,0
53,0,14275,Célibataire,Consulting,Directeur Technique,6,33,12,9,4,3,4,4,3,3,3,0,0,0,0,23,4,Infra & Cloud,1.5,3,8
43,0,5562,Marié(e),Consulting,Manager,4,12,5,2,4,3,2,4,2,2,3,0,0,1,2,1,3,Infra & Cloud,2.0,2,2
47,0,4537,Marié(e),Commercial,Cadre Commercial,0,8,7,6,3,3,2,4,1,3,4,1,0,1,2,2,2,Marketing,1.5,7,7
37,1,7642,Célibataire,Commercial,Cadre Commercial,1,10,10,0,1,3,3,2,4,3,3,1,0,0,2,19,2,Transformation Digitale,1.0,0,9
50,1,17924,Divorcé(e),Consulting,Senior Manager,1,31,31,6,1,3,4,1,4,3,3,0,0,1,3,2,4,Infra & Cloud,1.0,14,7
39,0,5204,Marié(e),Ressources Humaines,Ressources Humaines,8,13,5,4,4,2,2,4,3,3,3,0,0,2,2,2,3,Infra & Cloud,1.5,0,4
33,1,2277,Divorcé(e),Ressources Humaines,Ressources Humaines,3,7,4,3,4,3,1,2,3,4,3,1,0,1,4,3,2,Ressources Humaines,1.5,0,3
32,1,2795,Célibataire,Consulting,Consultant,1,1,1,0,1,3,1,4,3,1,4,1,1,0,2,25,4,Infra & Cloud,1.5,0,1
29,0,2532,Divorcé(e),Consulting,Consultant,6,8,4,3,1,2,1,4,3,3,3,0,0,3,5,7,1,Transformation Digitale,1.5,0,3
44,1,2559,Marié(e),Consulting,Assistant de Direction,1,8,8,7,2,3,1,1,4,3,3,1,0,0,0,9,2,Infra & Cloud,1.5,7,1
28,1,4908,Célibataire,Commercial,Cadre Commercial,1,4,4,2,1,3,2,4,2,3,3,0,0,0,3,5,4,Transformation Digitale,1.5,0,2
58,1,2380,Divorcé(e),Consulting,Consultant,9,3,1,0,4,2,1,4,4,2,3,1,1,1,3,2,1,Infra & Cloud,2.0,0,0
43,0,4765,Divorcé(e),Consulting,Tech Lead,4,4,1,0,1,3,2,2,3,4,4,0,0,1,2,8,3,Infra & Cloud,1.5,0,0
20,0,2044,Célibataire,Commercial,Représentant Commercial,1,2,2,2,3,2,1,3,4,2,3,0,1,0,3,2,3,Transformation Digitale,1.5,0,2
21,0,2693,Célibataire,Consulting,Assistant de Direction,1,1,1,0,4,3,1,4,1,2,3,0,1,0,3,18,1,Autre,1.5,0,0
36,1,6586,Marié(e),Consulting,Manager,0,17,16,8,3,3,2,4,1,2,3,1,0,1,2,14,1,Infra & Cloud,1.5,4,11
47,0,3294,Célibataire,Commercial,Représentant Commercial,1,3,3,2,4,2,1,4,1,2,3,1,0,0,3,2,4,Infra & Cloud,1.5,1,2
22,0,4171,Marié(e),Consulting,Tech Lead,0,4,3,2,2,3,2,3,1,4,3,1,1,1,3,3,1,Infra & Cloud,1.5,0,2
41,0,2778,Divorcé(e),Consulting,Consultant,4,10,7,7,2,1,1,4,3,2,3,1,1,1,1,2,4,Infra & Cloud,1.5,1,0
28,0,2377,Divorcé(e),Consulting,Assistant de Direction,5,6,2,2,3,3,1,3,2,3,3,0,0,1,2,9,3,Transformation Digitale,1.5,2,2
39,1,2404,Marié(e),Consulting,Consultant,7,8,2,2,4,3,1,1,4,1,4,1,1,0,2,6,3,Transformation Digitale,1.5,2,2
27,0,2318,Célibataire,Consulting,Assistant de Direction,1,1,1,1,2,3,1,3,3,3,3,0,0,0,2,4,3,Infra & Cloud,1.5,0,0
34,1,2008,Divorcé(e),Consulting,Consultant,1,1,1,0,2,3,1,2,2,3,3,0,0,2,3,10,3,Infra & Cloud,1.5,1,0
42,0,6244,Célibataire,Commercial,Cadre Commercial,7,10,5,4,3,2,2,3,1,3,3,0,0,0,6,14,2,Transformation Digitale,1.5,0,3
33,1,2799,Célibataire,Consulting,Assistant de Direction,3,6,3,2,3,2,1,1,2,3,3,1,0,0,1,1,4,Autre,1.5,0,2
58,0,10552,Divorcé(e),Consulting,Manager,2,24,6,0,3,2,3,2,4,3,3,1,0,1,3,5,3,Entrepreunariat,1.5,0,4
31,1,2329,Marié(e),Commercial,Représentant Commercial,3,13,7,7,2,2,1,3,2,4,3,0,0,0,2,7,4,Infra & Cloud,1.5,5,2
35,0,4014,Marié(e),Consulting,Manager,1,10,10,6,4,3,2,4,4,1,4,1,0,1,2,21,1,Infra & Cloud,1.5,0,7
49,0,7403,Marié(e),Consulting,Consultant,4,29,26,9,1,3,3,2,3,2,3,0,0,1,3,8,2,Autre,1.5,1,7
48,1,2259,Marié(e),Consulting,Assistant de Direction,4,13,0,0,4,3,1,3,1,2,3,0,0,2,2,20,4,Transformation Digitale,1.5,0,0
31,0,6932,Marié(e),Commercial,Cadre Commercial,1,9,9,8,4,3,2,3,4,2,3,0,0,1,2,20,2,Marketing,1.0,0,0
36,1,4678,Célibataire,Consulting,Assistant de Direction,2,8,6,2,2,3,1,4,3,3,3,0,0,0,6,7,4,Autre,1.5,0,1
38,0,13582,Marié(e),Consulting,Directeur Technique,1,15,15,12,4,3,3,1,2,3,3,0,0,1,3,1,3,Entrepreunariat,1.5,5,11
32,0,2332,Marié(e),Consulting,Consultant,6,5,3,0,3,2,1,2,3,3,4,0,0,0,3,1,3,Infra & Cloud,1.0,0,2
25,1,2413,Marié(e),Commercial,Représentant Commercial,1,1,1,0,3,2,1,2,3,3,3,1,1,3,2,19,2,Marketing,1.5,0,0
40,1,9705,Divorcé(e),Commercial,Cadre Commercial,2,11,1,0,1,2,3,2,2,2,3,0,0,1,2,10,4,Marketing,1.5,0,0
26,1,4294,Célibataire,Commercial,Cadre Commercial,1,7,7,7,3,2,2,1,2,3,3,0,0,0,2,1,3,Transformation Digitale,2.0,0,7
41,1,4721,Célibataire,Consulting,Consultant,2,20,18,13,4,3,1,1,3,3,3,1,0,0,3,6,3,Transformation Digitale,1.5,2,17
36,1,2519,Célibataire,Consulting,Consultant,4,16,11,8,3,3,1,3,3,3,4,0,0,0,6,2,4,Transformation Digitale,1.5,3,9
19,1,2121,Célibataire,Commercial,Représentant Commercial,1,1,1,0,4,2,1,2,2,4,3,1,1,0,3,21,3,Autre,1.5,0,0
20,1,2973,Célibataire,Consulting,Consultant,1,1,1,0,1,3,1,1,2,3,3,0,1,0,2,4,3,Entrepreunariat,1.5,0,0
31,0,5855,Marié(e),Consulting,Manager,0,10,9,7,4,3,2,4,3,1,3,1,0,2,2,12,3,Transformation Digitale,1.5,8,5
40,1,3617,Divorcé(e),Consulting,Assistant de Direction,8,3,1,1,4,3,1,2,4,3,3,1,0,1,2,9,4,Transformation Digitale,2.0,0,0
32,0,6725,Marié(e),Consulting,Tech Lead,1,8,8,7,3,3,2,1,3,4,3,0,0,1,2,3,4,Transformation Digitale,1.5,6,3
36,1,10325,Marié(e),Commercial,Cadre Commercial,1,16,16,7,3,2,3,4,1,3,3,1,1,1,6,3,1,Infra & Cloud,1.5,3,7
33,0,6949,Célibataire,Consulting,Manager,0,6,5,0,2,2,2,4,1,3,3,0,0,0,3,1,3,Infra & Cloud,1.5,1,4
37,1,10609,Marié(e),Commercial,Cadre Commercial,5,17,14,1,1,2,3,3,3,1,3,0,1,0,2,1,4,Infra & Cloud,1.5,11,7
45,1,4447,Marié(e),Consulting,Consultant,1,9,9,7,3,3,2,2,2,2,3,0,0,0,5,4,2,Infra & Cloud,1.0,0,8
29,0,2157,Marié(e),Commercial,Représentant Commercial,1,3,3,1,3,3,1,4,2,3,3,0,0,1,5,20,3,Entrepreunariat,2.0,0,2
35,0,4601,Marié(e),Commercial,Cadre Commercial,1,5,5,2,3,3,2,3,2,3,3,0,0,0,3,18,3,Transformation Digitale,1.5,1,0
52,1,17099,Marié(e),Consulting,Senior Manager,2,26,9,8,4,3,4,4,2,2,3,0,0,1,2,1,2,Infra & Cloud,1.5,7,8
58,1,2479,Célibataire,Consulting,Assistant de Direction,4,7,1,0,4,3,1,3,1,3,4,0,1,0,4,2,3,Entrepreunariat,1.5,0,0
53,1,14852,Divorcé(e),Commercial,Senior Manager,6,22,17,13,3,3,4,3,3,4,3,0,0,1,3,2,2,Transformation Digitale,1.5,15,2
30,1,7264,Divorcé(e),Commercial,Cadre Commercial,5,10,8,4,3,3,3,3,1,4,3,0,0,1,2,8,2,Autre,1.5,7,7
38,0,5666,Célibataire,Commercial,Cadre Commercial,1,6,5,3,3,3,2,4,2,3,3,1,0,0,1,10,3,Entrepreunariat,1.0,1,3
35,1,7823,Divorcé(e),Commercial,Cadre Commercial,6,12,10,9,4,3,3,4,2,3,3,0,0,1,2,3,4,Infra & Cloud,1.5,0,8
39,1,7880,Célibataire,Commercial,Cadre Commercial,0,9,8,7,1,4,3,3,4,3,3,0,0,0,3,2,5,Infra & Cloud,1.5,0,7
40,0,13194,Célibataire,Commercial,Cadre Commercial,4,22,1,0,2,4,4,2,4,2,3,1,1,0,2,24,3,Infra & Cloud,1.0,0,0
47,1,5067,Divorcé(e),Consulting,Tech Lead,1,20,19,10,3,4,2,3,3,4,3,1,0,0,3,16,4,Transformation Digitale,2.0,2,7
36,1,5079,Divorcé(e),Commercial,Cadre Commercial,4,12,7,7,1,3,2,4,4,3,3,0,0,2,3,8,4,Entrepreunariat,1.0,0,7
31,1,2321,Célibataire,Consulting,Assistant de Direction,0,4,3,2,3,2,1,1,1,3,4,1,1,0,0,9,2,Transformation Digitale,1.0,1,2
33,1,17444,Célibataire,Commercial,Senior Manager,1,10,10,8,4,3,4,3,4,3,3,0,0,0,2,17,3,Infra & Cloud,1.0,6,0
29,0,2404,Célibataire,Consulting,Assistant de Direction,6,3,0,0,4,2,1,1,3,3,4,1,1,0,5,10,3,Infra & Cloud,1.5,0,0
33,0,3452,Célibataire,Consulting,Assistant de Direction,3,5,3,2,2,3,1,4,1,3,3,0,0,0,4,13,1,Infra & Cloud,1.5,0,2
45,0,2270,Divorcé(e),Consulting,Consultant,3,8,5,3,4,3,1,4,4,3,3,0,0,2,2,1,4,Transformation Digitale,1.5,0,2
